Title,URL,Text,Label
Hoaks! Perhitungan suara dihentikan karena KPU temukan kecurangan,https://www.antaranews.com/berita/4008717/hoaks-perhitungan-suara-dihentikan-karena-kpu-temukan-kecurangan,"Sebuah unggahan video di YouTube berdurasi delapan menit menarasikan Komisi Pemilihan Umum (KPU) menghentikan perhitungan suara dikarenakan menemukan kecurangan.

Berikut narasi dalam unggahan tersebut:
“Hitungan suara di-stop  Kpu dan Istana panik kecurangan pemilu terbongkar”

Namun, benarkah perhitungan suara dihentikan karena KPU temukan kecurangan?

 

Unggahan video hoaks yang menarasikan perhitungan suara dihentikan, KPU temukan kecurangan. Faktanya, isi video tidak sesuai dengan judul. (YouTube)



Berdasarkan penelusuran, thumbnail video tersebut serupa dengan unggahan YouTube CNBC yang berjudul “Tim Ganjar Soroti Biaya IKN, AMIN Pertanyakan Studi Kelayakan”. Safrina Nasution berdialog bersama Thomas Lembong Co Captain TimNas AMIN, Erwin Aksa Wakil Ketua Umum TKN Prabowo - Gibran, Sony B Harsono Dewan Pakar TPN Ganjar Mahfud, Didik J Rachbini Ekonom Senior INDEF di Program Your Money Your Vote CNBC Indonesia, Rabu (22/11/2023), berdialog terkait kelanjutan proyek infrasturktur dan IKN ditangan penerus Jokowi.

Selain itu, dalam video tersebut bukan dinyatakan bukan perhitungan suara yang dihentikan melainkan pengamat politik komentari diagram hingga bagan perolehan suara real count Sirekap yang mendadak hilang.

Anggota Komisi Pemilihan Umum (KPU) Idham Holik mengungkapkan saat ini KPU hanya akan menampilkan bukti autentik untuk hasil perolehan suara, yaitu Formulir Model C1-Plano atau catatan hasil penghitungan suara pemilu 2024.

“Ketika hasil pembacaan teknologi Sirekap, tidak atau kurang akurat dan belum sempat diakurasi oleh uploader, Kelompok Penyelenggara Pemungutan Suara (KPPS), dan operator Sirekap KPU kabupaten/kota akan jadi polemik dalam ruang publik yang memunculkan prasangka,” kata Idham, dilansir dari ANTARA.

Sehingga, masyarakat hanya dapat melihat Formulir Model C1-Plano di TPS-TPS yang ada di daerah-daerah pemilihan, dan itu terjadi baik pada menu pilpres, pileg DPR RI, DPRD Provinsi hingga DPRD Kabupaten/Kota, maupun DPD RI.

Hingga saat ini, Tenaga Ahli KPU Luqman Hakim mengatakan sejauh ini proses rekapitulasi tingkat nasional sudah mencapai 60 persen dan berdasarkan jadwal akan selesai pada 20 Maret 2024.
 Perhitungan suara dihentikan karena KPU temukan kecurangan
 Hoaks",0
Disinformasi! Menghina Presiden akan dimasukkan ke dalam daftar hitam,https://www.antaranews.com/berita/4012479/disinformasi-menghina-presiden-akan-dimasukkan-ke-dalam-daftar-hitam,"Sebuah unggahan video di TikTok menarasikan bahwa warga negara yang menghina Presiden, nama dan keluarganya akan dimasukka  ke dalam daftar hitam atau di-blacklist hingga tujuh keturunannya.

Berikut narasi dalam unggahan tersebut:
“menghina presiden akan di blacklist namanya dan keluarganya sampai 7 keturunannya..
gunakan medsos dgn positif..”

Namun, benarkah menghina Presiden akan di-blacklist nama dan keluarganya sampai tujuh turunan?

 

Unggahan disinformasi yang menarasikan menghina Presiden akan di-blacklist nama dan keluarganya sampai tujuh turunan. Faktanya, menurut UU KUHP, penjara bagi pelaku yaitu paling lama 3 tahun dan atau denda paling banyak kategori IV. (TikTok)



Menurut Undang-Undang Nomor 1 Tahun 2023 tentang Kitab Undang-Undang Hukum Pidana (KUHP) pasal 218 ayat 1, disebutkan bahwa setiap orang yang menyerang kehormatan atau harkat dan martabat presiden atau wakil presiden bisa mendapat pidana penjara. Hukuman penjara bagi pelaku yaitu paling lama 3 tahun dan atau denda paling banyak kategori IV.

Dalam pasal lainnya yaitu pada pasal 219 juga menjelaskan tentang masalah menyebarluaskan informasi penyerangan kehormatan presiden atau wakil presiden melalui media gambar, tulisan, rekaman, atau melalui sarana teknologi. Pelaku yang dimaksud dalam pasal ini bisa mendapat pidana penjara paling lama 4 tahun dan atau denda kategori IV.

Dengan demikian, klaim menghina Presiden akan di-blacklist nama dan keluarganya sampai tujuh turunan merupakan keliru.
 Menghina Presiden akan di-blacklist nama dan keluarganya sampai tujuh turunan
 Disinformasi",0
Hoaks! Massa membakar Gedung Bawaslu tolak hasil Pemilu 2024,https://www.antaranews.com/berita/4020846/hoaks-massa-membakar-gedung-bawaslu-tolak-hasil-pemilu-2024,"Sebuah unggahan video di TikTok memperlihatkan terbakarnya sebuah Gedung yang diklaim merupakan Gedung Bawaslu yang terbakar karena masa menolak hasil Pemilu 2024.

Berikut narasi dalam unggahan tersebut:
“semua ini ulah drakor Jokowi
ALLAHUAKBAR 100X
Gedung Bawaslu dibakar mobil plat merah dibakar diskualifikasi Pragib”

Namun, benarkah Masa membakar Gedung Bawaslu tolak hasil Pemilu 2024?

 

Unggahan video hoaks yang menarasikan massa membakar Gedung Bawaslu tolak hasil Pemilu 2024 (TikTok)



Berdasarkan penelusuran, video tersebut serupa dengan unggahan YouTube Bogorians TV yang berjudul “Pos Polisi Depan Kantor Bawaslu Dibakar Oleh Oknum” yang diunggah 23 Mei 2019.

Dilansir dari ANTARA, Kerusuhan kembali pecah di depan kantor Badan Pengawas Pemilu (Bawaslu RI), Jakarta, Rabu malam. Sekitar pukul 20.15 WIB, massa yang berada di perempatan Bawaslu dan Mandiri Tower mulai melakukan provokasi tepat sebelum pasukan Brimob yang berjaga di depan Bawaslu akan melakukan pergantian barisan depan.

Pelemparan batu, botol petasan, dan bom molotov diarahkan ke arah pasukan keamanan. Pos polisi yang terletak di persimpangan juga terbakar dan terlihat dua tameng polisi berhasil direbut massa.
 Massa membakar Gedung Bawaslu tolak hasil Pemilu 2024
 Hoaks",0
Hoaks! Pidato Presiden China meminta Pulau Kalimantan sebagai jaminan utang,https://www.antaranews.com/berita/4004088/hoaks-pidato-presiden-china-meminta-pulau-kalimantan-sebagai-jaminan-utang,"Sebuah unggahan video di TikTok menampilkan video Presiden China Xi Jinping sedang berpidato.

Pidato tersebut menggunakan bahasa Mandarin dan terdapat terjemahan bahasa Indonesia dalam video tersebut. Dalam terjemahannya, Xi Jinping meminta kepada Presiden Indonesia, Joko Widodo untuk menyerahkan pulau Kalimantan sebagai jaminan utang.

Berikut terjemahan dalam pidato Xi Jinping tersebut:
“Dalam kunjungan ini, saya ingin meminta Presiden Jokowi Dodo mengembalikan utang negaranya kepada China. Dalam waktu yang sudah disepakati dalam nota kesepakatan yang sudah kita buat bersama dalam perjanjian investasi China kepada Indonesia dalam pemenangan Jokowi Dodo pada pemilu kemarin serta pembangunan infrastruktur. Jika tidak, maka kami, atas nama otoriter pemerintah china akan mengambil alih kuasa pulau Kalimantan sebagai jaminan utang Indonesia kepada pemerintahan china. Kami tidak akan segan untuk melalui jalan militer dalam hal ini,” 

Namun, benarkah video Pidato Presiden China meminta Pulau Kalimantan sebagai jaminan utang tersebut?

 

Unggahan hoaks yang menarasikan Pidato Presiden China meminta Pulau Kalimantan sebagai jaminan utang. Faktanya, isi video tidak sesuai dengan terjemahan aslinya. (TikTok)



Berdasarkan penelusuran, video tersebut serupa dengan unggahan YouTube CGTN yang berjudul “President Xi Jinping delivers speech at Indonesia parliament”.

Dalam pidatonya, Presiden Xi Jinping menyampaikan bahwa kehadirannya di Indonesia merupakan untuk meningkatkan hubungan bilateral antara Indonesia dan China.

Kehadiran Xi Jinping juga atas undangan Presiden Susilo Bambang Yudhoyono pada Oktober 2013 lalu.

Transkrip lengkap pidato Xi Jinping dapat dilihat dilaman ini.

Dengan demikian, video pidato Presiden China meminta Pulau Kalimantan sebagai jaminan utang merupakan hoaks. Isi video dengan terjemahan tidak sesuai.
 Pidato Presiden China meminta Pulau Kalimantan sebagai jaminan utang
 Hoaks",0
Hoaks! Video Ganjar akui kemenangan Prabowo,https://www.antaranews.com/berita/4002576/hoaks-video-ganjar-akui-kemenangan-prabowo,"Sebuah unggahan video di TikToK menampilkan video pasangan calon nomor urut dua dan tiga, Prabowo Subianto dan Ganjar Pranowo bersalaman.

Video tersebut dinarasikan sebagai Ganjar Pranowo mengakui kemenangan Prabowo dalam Pilpres 2024.

Berikut narasi dalam unggahan tersebut:
“INI PERTEMUAN PRABOWO DENGAN GANJAR , AKUI KEMENANGAN 02 #2024prabowopresiden #sahabatpakzen  #prabowopresiden2024  #prabowopresiden20242029”

Namun, benarkah video tersebut merupakan Ganjar akui kemenangan Prabowo?

 

Unggahan video hoaks yang menarasikan Ganjar akui kemenangan Prabowo di Pilpres 2024. Faktanya, video tersebut merupakan pertemuan Ganjar dengan Prabowo diacara diskusi pendidikan 2023. (TikTok)



Berdasarkan penelusuran, video tersebut serupa dengan unggahan YouTube TvOne yang berjudul “Bertemu di Festival Belajaraya 2023, Prabowo dan Ganjar Kompak Pakai Kemeja Kotak-kotak | tvOne”.

Video tersebut diunggah pada 30 Juli 2023, bukan setelah Pilpres 2024. Ganjar dan Prabowo bertemu diacara diskusi Pendidikan, keduanya terlihat saling rangkul dan mengenakan baju kotak-kotak.

Hingga saat ini, hasil real count perhitungan suara KPU belum diumumkan. Dalam unggahan KPU, Rabu (6/3/24), pukul 07.00 WIB, update hasil real count Pilpres 2024, mencapai 78.10 persen. Penghitungan sudah dilakukan terhadap 642.976 TPS dari 823.236 TPS. 

Hasil real count Pilpres 2024 paslon capres-cawapres nomor 01, Anies Baswedan-Muhaimin Iskandar dengan perolehan suara 31.376.418 atau 24.49 persen, Prabowo Subianto-Gibran Rakabuming Raka masih memimpin dengan perolehan 75.361.187 suara atau 58.82 persen dan Ganjar Pranowo-Mahhfud MD dengan perolehan suara 21.374.457 dengan presentase 16.68 persen.
 Video Ganjar akui kemenangan Prabowo
 Hoaks",0
Hoaks! Jokowi perintahkan pendemo Pemilu 2024 ditangkap,https://www.antaranews.com/berita/4016751/hoaks-jokowi-perintahkan-pendemo-pemilu-2024-ditangkap,"Sebuah unggahan video TikTok yang diunggah pada 23 Februari menampilkan pidato Presiden Jokowi yang meminta kepada seluruh jajaran kepolisian meminta untuk mengejar, menangkap, menghajar para pendemo.

Dalam video pidato Jokowi, juga dilampirkan video RCTI terkait demo kecurangan pemilu pada 17 Februari 2024. Pembuat video seakan menarasikan pernyataan Jokowi tersebut untuk pendemo Pemilu 2024.

Berikut narasi dalam unggahan tersebut:
“APAKAH LAYAK SEORANG PEMIMPIN BANGSA BERBICARA DENGAN PENUH ANCAMAN PADA RAKYATNYA ?!?!?!
Menurut klean masyarakat yang demo sekarang di depan KPU ini kemaren nyoblos siapa?”

Namun, benarkah Jokowi perintahkan pendemo Pemilu 2024 ditangkap?

 

Unggahan video hoaks yang menarasikan Jokowi perintahkan pendemo Pemilu 2024 ditangkap. Faktanya, video lengkapnya Jokowi meminta jajaran kepolisian menangkap pengedar narkoba. (TikTok)



Berdasarkan penelusuran, unggahan video Jokowi tersebut serupa dengan unggahan Sekretariat Negara yang berjudul “Presiden Jokowi: Kejar Pengedar Narkoba! atau Bahkanau Bahkan di Dor Saja!”. Pidato tersebut merupakan acara Puncak Peringatan Hari Anti Narkotika Internasional 2016, Minggu (26/6/2016), di Jakarta.

Menurut Presiden, para pengedar narkoba terus bergerak dan menemukan cara-cara baru untuk  mengelabui aparat hukum dan keamanan. Mereka sudah mulai memanfaatkan orang-orang yang tidak dicurigai seperti anak-anak dan wanita, yang dimanfaatkan untuk menjadi kurir narkoba. Dan adanya modus baru dalam penyelundupan narkoba ke dalam mainan anak, kaki palsu, dan yang lain-lainnya.

Untuk itu, tegas Presiden, semua harus dihentikan, harus dilawan, dan tidak bisa dibiarkan lagi. Presiden menegaskan perang melawan narkoba di Indonesia. Presiden meminta kepada semua kementerian, lembaga, aparat hukum, terutama di Polri, kepada seluruh Kapolda, jajaran Polda, kepada seluruh Kapolres, jajaran Polres, Polsek semuanya, agar mengejar dan menangkap para pengedar narkoba.
 Jokowi perintahkan pendemo Pemilu 2024 ditangkap
 Hoaks",0
"Hoaks! Anies-Muhaimin unggul 89,9 persen dalam ""real count"" 13 Maret",https://www.antaranews.com/berita/4010889/hoaks-anies-muhaimin-unggul-899-persen-dalam-real-count-13-maret,"Sebuah unggahan video di YouTube menarasikan pasangan calon (paslon) nomor urut 01, Anies Baswedan – Muhaimin Iskandar unggul dalam Pilpres 2024 dengan raihan 89,9 persen suara nasional pada hasil penghitungan suara oleh Komisi Pemilihan Umum (KPU). 

Berikut narasi dalam unggahan tersebut:
“Wow suara anies semakin naik Rekapitulasi Suara Nasional Pemilu 2024 Anies Muhaimin unggul telak”

Namun, benarkah Anies-Muhaimin unggul 89,9 persen dalam real count 13 Maret?

 

Unggahan video hoaks yang menarasikan Anies-Muhaimin unggul 89,9 persen dalam real count 13 Maret. Faktanya, KPU belum merilis resmi seluruh perolehan suara. (YouTube)



Berdasarkan penelusuran, KPU telah melakukan rekapitulasi Pilpres 2024 tingkat nasional di beberapa provinsi. Dalam rapat pleno rekapitulasi hasil suara Pilpres 2024 tingkat nasional digelar di kantor KPU, berikut perolehan suara masing-masing paslon:

1. Yogyakarta

Anies-Muhaimin: 496.280

Prabowo-Gibran: 1.269.265

Ganjar-Mahfud: 741.220

 

2. Gorontalo

Anies-Muhaimin: 227.354

Prabowo-Gibran: 504.662

Ganjar-Mahfud: 41.508

 

3. Kalimantan Tengah

Anies-Muhaimin: 256.811

Prabowo-Gibran: 1.097.070

Ganjar-Mahfud: 158.788

 

4. Bali

Anies-Muhaimin: 99.233

Prabowo-Gibran: 1.454.640

Ganjar-Mahfud: 1.127.134

 

5. Lampung

Anies-Muhaimin: 791.892

Prabowo-Gibran: 3.554.310

Ganjar-Mahfud: 764.486

 

6. Bangka Belitung

Anies-Muhaimin: 204.348

Prabowo-Gibran: 529.883

Ganjar-Mahfud: 151.109
 

7. Kalimantan Barat

Anies-Muhaimin: 718.641

Prabowo-Gibran: 1.964.183

Ganjar-Mahfud: 534.450

 

8. Sumatera Selatan

Anies-Muhaimin: 997.299

Prabowo-Gibran: 3.649.651

Ganjar-Mahfud: 606.681

 

9. Jawa Tengah

Anies-Muhaimin: 2.866.373

Prabowo-Gibran: 12.096.454

Ganjar-Mahfud: 7.827.335

 

10. DKI Jakarta

Anies-Muhaimin: 2.653.762

Prabowo-Gibran: 2.692.011

Ganjar-Mahfud: 1.115.138

 

11. Kepulauan Riau

Anies-Muhaimin: 370.671

Prabowo-Gibran: 641.388

Ganjar-Mahfud: 140.733

 

12. Nusa Tenggara Timur

Anies-Muhaimin: 153.446

Prabowo-Gibran: 1.798.753

Ganjar-Mahfud: 958.505

 

13. Kalimantan Selatan

Anies-Muhaimin: 849.948

Prabowo-Gibran: 1.407.684

Ganjar-Mahfud: 159.950


14. Papua Barat

Anies-Muhaimin: 37.459

Prabowo-Gibran: 172.965

Ganjar-Mahfud: 120.565


15. Provinsi Riau

Anies-Muhaimin: 1.400.093

Prabowo-Gibran: 1.931.113 

Ganjar-Mahfud: 357.298


16. Sulawesi Barat

Anies-Muhaimin: 223.153

Prabowo-Gibran: 533.757

Ganjar-Mahfud: 62.514


17. Sulawesi Tenggara

Anies-Muhaimin: 361.585

Prabowo-Gibran: 1.113.344 

Ganjar-Mahfud: 90.727


18. Jawa Timur

Anies-Muhaimin: 4.492.652

Prabowo-Gibran: 16.716.603

Ganjar-Mahfud: 4.434.805


19. Kalimantan Timur

Anies-Muhaimin: 448.046

Prabowo-Gibran: 1.542.346 

Ganjar-Mahfud: 240.143


20. Banten

Anies-Muhaimin: 2.451.383 

Prabowo-Gibran: 4.035.052

Ganjar-Mahfud: 720.275
 

Dengan demikian, klaim Anies Baswedan resmi menjadi Presiden Indonesia 2024 dengan perolehan suara 89,9 persen merupakan keliru. Berdasarkan Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum, rekapitulasi hasil penghitungan real count Pemilu 2024 oleh KPU akan diumumkan paling lambat pada Rabu, 20 Maret 2024.",0
Disinformasi! video Surya Paloh deklarasi gabung koalisi Prabowo-Gibran pada 27 Februari,https://www.antaranews.com/berita/3987936/disinformasi-video-surya-paloh-deklarasi-gabung-koalisi-prabowo-gibran-pada-27-februari,"Sebuah unggahan video di Facebook menampilkan Ketua Umum Partai NasDem, Surya Paloh sedang menyampaikan pidato.

Dalam unggahan tersebut, dinarasikan Surya Paloh menyatakan untuk bergabung ke koalisi Indonesia Maju atau bergabung ke kubu paslon nomor urut dua Prabowo-Gibran.

Berikut narasi dalam unggahan tersebut:
“gabung ke 02 juga akhirnya anak abah bntar lagi juga diam
BELOK KANAN MASUK 02 GERAK… SURYA PALOH DAN PARTAINYA GABUNG KOALISI INDONESIA MAJU”

Namun, benarkah video tersebut merupakan Surya Paloh nyatakan bergabung ke koalisi Prabowo-Gibran?

 

Video Surya Paloh deklarasi bergabung ke koalisi Prabowo-Gibran pada 27 Februari. Faktanya, video tersebut merupakan saat Surya Paloh mengunjungi Prabowo dikediamannya pada 5 Maret 2023. (Facebook)



Berdasarkan penelusuran, video tersebut serupa dengan unggahan YouTube MetroTV yang berjudul “Surya Paloh - Prabowo Sepakat Saling Hormati Keputusan Masing-Masing Partai”.

Video tersebut diunggah pada 5 Maret 2023, saat Surya Paloh menyambangi kediaman pribadi Ketua Umum Partai Gerindra Prabowo Subianto di Padepokan Garuda Yaksa, Hambalang, Bogor, Jawa Barat. 

Pertemuan itu menghasilkan kesepakatan antara kedua parpol, yakni menciptakan suasana Pemilu 2024 yang damai, sejuk dan rukun meskipun kedua parpol memiliki arah politik yang berbeda.

Dilansir dari ANTARA, dalam kunjungan tersebut, Prabowo menganggap kedatangan sahabat lamanya itu merupakan kunjungan balasan, karena ia sempat mengunjungi Surya Paloh di Tower Nasdem, Jakarta Pusat, pada 1 Juni 2022 lalu.

Sementara, Surya Paloh menyebutkan bahwa kunjungan yang ia lakukan menggambarkan hubungan persahabatan keduanya yang sudah terjalin sekitar 40 tahun lalu.

Menurutnya, meski arah politik keduanya dalam kontestasi Pilpres 2024 berbeda, namun dirinya tetap memberi semangat kepada Prabowo yang sudah mendeklarasikan diri sebagai calon presiden dari Partai Gerindra.
 video Surya Paloh nyatakan gabung koalisi Prabowo-Gibran pada 27 Februari
 Disinformasi",0
Benarkah umur resapan era Anies di Jakarta ditutup dan sebabkan banjir?,https://www.antaranews.com/berita/4000725/benarkah-umur-resapan-era-anies-di-jakarta-ditutup-dan-sebabkan-banjir,"Sebuah unggahan di media sosial X menarasikan sumur resapan yang dibuat pada era Anies Baswedan saat menjabat sebagai Gubernur DKI Jakarta sekarang ditutup dengan aspal sehingga menyebabkan banjir.

Sebelumnya, sumur resapan diklaim menjadi solusi dalam mengatasi banjir, yang mana air hujan menjadi terserap ke dalam tanah. 

Berikut narasi dalam unggahan tersebut:
“Jokowi terHeru . . Orang2 pilihan Jokowi disiapkan untuk hancurkan karya2 Anies. Jokowi tidak membangun Indonesia tapi menghancurkan Indonesia.
Sumur resapan buatan Anies ditutup, air tidak terserap, alhasil banjir.”

Namun, benarkah Sumur resapan era Anies di Jakarta ditutup dengan aspal?

 

Unggahan yang menarasikan sumur resapan era Anies di Jakarta ditutup mengakibatkan banjir. Faktanya, Pemprov DKI Jakarta menyatakan narasi tersebut tidak benar. (X)



Pemerintah Provinsi DKI Jakarta menyatakan tidak benar sumur resapan di Jakarta ditutup sehingga terjadi banjir beberapa hari lalu seperti dinarasikan di media sosial.

""Dinas Sumber Daya Air (SDA) tidak ada memerintahkan untuk melakukan penutupan sumur resapan di jalan,"" kata Pelaksana Tugas (Plt) Kepala Dinas Sumber Daya Air (SDA) Ika Agustin Ningrum, dilansir dari ANTARA.

Ika mengatakan, apabila ada sumur resapan yang tertutup, maka Dinas SDA DKI akan melakukan pengecekan untuk pemeliharaan sehingga sumur resapan dapat berfungsi seperti seharusnya dengan memperhatikan keamanan dan kenyamanan pengguna jalan.

Salah satunya dengan tetap menganggarkan biaya pemeliharaan sumur resapan di setiap Suku Dinas SDA yang ada di lima wilayah Kota Administrasi Provinsiaya pemeliharaan sumur resapan di setiap Suku Dinas SDA yang ada di lima wilayah Kota Administrasi Provinsi DKI Jakarta.",0
"Susunan kabinet Prabowo-Gibran beredar di media sosial, benarkah?",https://www.antaranews.com/berita/3978669/susunan-kabinet-prabowo-gibran-beredar-di-media-sosial-benarkah,"Sebuah poster digital beredar di media sosial menampilkan foto dan susanan nama pejabat publik pada era pemerintahan Prabowo Subianto - Gibran Rakabuming Raka.

Nama-nama tersebut dinarasikan sebagai calon menteri maupun dewan pengawas kabinet Indonesia Emas, kabinet Prabowo-Gibran.

Dalam poster tersebut, Jokowi dan Susilo Bambang Yudhoyono disebut sebagai Ketua dan Wakil Ketua Dewan Pengawas Presiden.

Terdapat juga nama Menteri aktif kabinet Jokowi, seperti Menteri BUMN, Erick Thohir menjadi Menko Marves hingga Agus Harimurti Yudhoyono menjadi Menko Polhukam.

Namun, benarkah poster digital tersebut merupakan bocoran susunan Menteri Prabowo-Gibran?

 

Unggahan poster yang diklaim sebagai susunan kabinet Prabowo-Gibran. Faktanya, Sekretaris Jenderal Partai Gerindra Ahmad Muzani membantah informasi susunan kabinet yang beredar dimedia sosial. (X)



Sekretaris Jenderal Partai Gerindra Ahmad Muzani memastikan pasangan Prabowo Subianto-Gibran menunggu hasil real count Komisi Pemilihan Umum (KPU) sebelum mengumumkan susunan kabinet.

Hal tersebut sekaligus membantah informasi beredar terkait susunan tokoh yang akan menjadi menteri di era kepemimpinan Prabowo-Gibran.

Menurut Muzani, Prabowo sudah membicarakan berapa langkah yang akan dia diambil setelah resmi dilantik, termasuk soal susunan kabinet. Bahkan, Muzani menambahkan tidak menutup kemungkinan Prabowo akan mengambil menteri yang juga telah bekerja di era pemerintahan Joko Widodo dan Ma'aruf untuk bekerjasama sebagai menteri selama satu periode.

Dalam media sosial X, Gibran juga menegaskan bahwa susunan kabinet yang beredar tersebut tidar benar.",0
